region,year,month,profit
East,2017,3,15.9446
Central,2017,12,3.052
Central,2017,12,25.1916
Central,2017,12,23.3954
East,2017,1,7.5992
East,2017,1,28.8576
East,2017,1,17.3376
South,2015,10,3.792
South,2017,9,34.2925
South,2017,9,81.1734
West,2018,8,99.23
West,2018,8,96.576
West,2018,8,329.994
West,2018,8,8.236
West,2018,8,23.028
West,2018,8,56.9772
West,2018,8,294.5488
West,2018,8,17.745
Central,2017,3,15.5092
Central,2017,3,-56.343
East,2017,2,8.3328
West,2016,9,5.4896
West,2016,9,5.07
West,2016,9,10.248
East,2018,5,42.048
Central,2017,8,24.196
Central,2018,2,-3.0396
Central,2017,3,-1.4196
Central,2017,3,0.504
Central,2016,12,11.996
South,2015,12,101.3832
South,2015,12,0.6696
West,2017,12,-325.572
East,2017,5,-19.5624
South,2015,8,22.6476
South,2015,4,2.3328
South,2015,4,81.5949
South,2015,4,3.6288
South,2015,4,41.993
West,2016,5,106.5408
South,2018,11,8.997
East,2018,2,18.2112
Central,2015,11,10.9584
East,2016,7,40.4973
South,2018,11,3.339
South,2018,11,-63.0056
South,2018,7,8.2848
East,2018,12,-2.61
West,2017,10,282.2092
Central,2017,9,7.0173
Central,2017,4,9.0055
West,2015,7,67.86
East,2016,2,-3.3879
East,2016,2,2.2044
East,2016,11,12.5118
West,2015,1,14.3075
West,2015,1,-16.65
West,2015,1,12.0252
South,2018,9,88.074
South,2018,11,-192.0468
South,2018,11,118.9965
South,2017,10,10.2592
South,2017,10,5.9598
South,2017,10,33.7212
South,2017,10,1.4364
South,2017,10,13.128
South,2017,10,14.682
South,2016,11,1.323
South,2016,11,-4.0158
South,2016,11,-3.7296
South,2016,11,-72.039
South,2016,11,10.0792
South,2016,11,16.4403
Central,2018,3,11.7782
Central,2016,11,6.4428
South,2017,7,51.4975
South,2017,7,4.995
South,2016,9,200.49
South,2016,9,0
South,2016,9,306.4894
East,2018,10,4.3254
East,2018,10,-15.7176
East,2018,10,8.9206
East,2018,10,6.156
East,2016,9,257.712
East,2016,9,329.994
East,2016,9,4.536
Central,2015,10,10.744
Central,2018,5,423.0085
Central,2018,5,7.4592
Central,2018,5,119.2
Central,2018,5,18.4604
East,2016,11,26.649
East,2016,11,9.3812
East,2015,11,-209.994
East,2015,11,-34.9176
West,2015,4,0.8288
West,2015,4,6.8904
West,2015,7,113.998
West,2015,7,-109.5822
West,2015,7,36.1827
West,2015,7,70.0977
South,2015,6,10.647
West,2015,10,2.245
West,2015,10,0.0628
West,2015,10,14.4222
West,2015,10,-36.294
West,2015,10,38.178
Central,2018,11,0
South,2018,9,318.3016
South,2018,9,15.378
Central,2016,12,40.4012
East,2016,9,14.501
Central,2018,11,-53.7088
West,2018,6,2.178
West,2018,6,0
Central,2018,10,-6.237
Central,2018,10,51.4975
Central,2018,10,0.8988
West,2015,12,89.5888
Central,2018,2,-269.3376
Central,2018,2,10.9193
East,2015,5,14.5638
East,2015,5,3.9498
West,2018,10,2.7664
Central,2016,11,-182.352
West,2015,7,38.08
Central,2018,4,55.9224
West,2016,10,63.7776
West,2016,10,27.0882
West,2016,10,16.7972
West,2016,10,5.6644
West,2016,10,5.664
West,2016,10,42.1176
South,2017,9,7.6284
South,2017,9,-63.1092
South,2017,9,6.799
South,2017,9,3.21
South,2017,10,-26.733
Central,2015,4,3.7224
Central,2015,4,3.9072
West,2016,6,2.99
West,2016,6,-19.5624
West,2016,6,-36.4704
West,2016,6,11.0704
South,2015,7,0.3822
Central,2018,1,-20.6176
Central,2017,3,37.758
South,2015,6,2.6536
South,2015,6,67.1916
Central,2015,3,5.4432
South,2015,6,107.082
West,2017,11,217.767
West,2017,11,210.594
West,2017,11,190.3728
Central,2017,11,48.9902
Central,2015,11,-16.467
South,2018,5,18.093
Central,2018,12,1.2432
Central,2018,12,5.4432
Central,2018,11,0.8288
East,2018,12,25.5968
Central,2016,1,3.6288
East,2016,11,-1.1996
West,2016,10,75.6952
East,2016,4,18.396
East,2016,4,21.1428
East,2016,4,-6.952
East,2016,4,-68.392
East,2016,4,-3.2175
East,2016,4,-9.7972
East,2016,4,2.37
East,2016,4,-211.47
East,2018,9,9.3312
East,2018,9,3.2406
West,2018,7,-448.896
West,2018,7,10.098
West,2018,7,5.2312
West,2018,7,-6.1248
West,2018,7,-42.8967
Central,2017,11,-18.222
South,2016,12,16.6536
South,2016,12,30.7008
Central,2017,6,35.9976
Central,2018,8,7.92
Central,2018,8,9.352
West,2015,9,1.2112
West,2015,9,16.2204
West,2015,9,13.4292
West,2015,9,46.3185
Central,2017,3,-14.196
Central,2017,3,1.8792
Central,2017,3,16.3737
East,2017,8,1.6416
East,2017,8,13.1956
West,2018,9,2.726
West,2018,9,37
West,2018,9,12.599
Central,2016,6,9.3444
Central,2016,6,9.8658
Central,2016,6,-25.3764
Central,2017,12,356.225
East,2018,5,6.2608
East,2018,5,1.0287
South,2018,5,9.072
East,2017,6,16.7034
West,2017,5,8.4966
South,2018,11,15.5344
South,2018,11,-0.6624
Central,2017,11,1.0348
Central,2017,11,15.8756
Central,2017,11,6.6312
East,2015,11,6.0368
West,2017,3,13.9986
East,2018,1,5.842
Central,2015,4,2.3521
Central,2015,4,23.808
West,2017,6,6.4206
South,2017,5,-8.6457
South,2017,5,0.3336
South,2017,5,14.547
Central,2016,10,17.6088
Central,2016,10,44.985
West,2018,2,3.4668
West,2018,2,12.0609
East,2017,9,0.8856
South,2015,11,0.8856
East,2017,4,22.8904
West,2017,5,-32.508
Central,2016,6,-9.1648
Central,2016,6,13.2
West,2015,11,24.219
Central,2016,2,20.6336
East,2017,3,6.74
East,2017,3,9.3125
East,2017,3,124.2
East,2017,3,14.9814
South,2017,10,11.1776
West,2018,10,4.1124
West,2018,10,-20.1362
East,2015,12,-19.5492
East,2015,12,15.8256
West,2018,12,9.7911
West,2017,7,-3.5996
West,2017,7,944.9865
West,2017,7,24.47
West,2017,4,24.2352
East,2018,4,621.9744
East,2018,4,10.4875
South,2017,4,13.846
East,2015,11,20.1248
East,2015,11,-64.4274
South,2016,5,14.2992
South,2016,5,4.6548
South,2016,5,10.794
Central,2016,3,97.4586
Central,2016,3,189.4046
Central,2016,3,223.2855
Central,2016,3,4.494
Central,2016,3,82.0776
South,2016,7,5.798
West,2015,10,19.041
West,2015,10,58.65
Central,2017,3,-127.5792
Central,2017,3,33.5895
Central,2017,3,11.895
South,2016,12,0.4984
South,2016,12,12.4416
South,2016,12,21.4074
West,2016,12,0.5992
West,2018,1,199.2606
East,2018,11,2.64
East,2018,11,3.9296
Central,2016,12,4.9648
South,2016,8,152.0232
South,2016,8,4.2336
South,2016,8,94.962
South,2016,8,9.63
South,2016,8,48.94
South,2016,8,47.8629
South,2016,8,6.7236
East,2015,6,-4.8588
East,2015,6,-15.1767
East,2015,6,0
West,2018,10,6.549
West,2018,10,34.742
Central,2018,8,10.0116
Central,2018,8,2.87
Central,2018,8,13.4386
Central,2018,8,-22.512
South,2018,12,239.985
South,2018,12,60.5488
West,2017,9,66.3264
West,2017,9,14.651
West,2017,9,21
East,2017,12,-14.3313
East,2017,12,76.7904
Central,2016,12,1.551
West,2015,12,8.217
West,2015,12,9.504
West,2015,12,287.982
West,2015,12,4.6644
West,2015,12,19.1976
West,2015,12,126.3942
West,2015,12,23.9904
West,2016,6,57.358
Central,2016,4,-13.734
Central,2018,10,-62.3792
East,2016,7,39.6312
East,2016,7,191.968
East,2018,6,49.8042
East,2018,6,32.6332
East,2015,9,1.4784
East,2015,9,-81.8544
East,2015,9,18.018
East,2015,9,6.8016
East,2015,9,-337.806
East,2015,9,-20.1528
Central,2015,11,-8.0775
West,2016,11,-15.4581
West,2016,11,35.76
Central,2017,11,17.8794
West,2016,9,7.8225
East,2017,3,7.4985
South,2015,6,1.7514
South,2015,6,0.3492
South,2015,11,1.41
South,2015,11,0.8988
South,2015,11,15.5376
South,2015,11,110.1195
Central,2017,8,-21.681
Central,2017,8,-16.5396
Central,2017,8,-52.8908
Central,2016,12,449.991
Central,2016,9,213.7044
South,2018,11,55.016
South,2018,11,0
Central,2016,12,3.3088
Central,2016,12,0.2016
Central,2016,12,56.9772
South,2016,12,4.7976
West,2017,9,22.518
West,2017,9,-3.5154
Central,2018,6,-320.2395
Central,2018,6,3.21
West,2018,9,-6.0237
West,2017,8,30.2384
West,2017,8,7.0713
West,2017,8,3.9771
South,2015,8,172.4814
East,2017,4,9.936
East,2017,4,3.285
East,2017,4,4.6644
East,2018,5,-55.256
South,2016,8,1416.8
South,2016,8,18.3908
South,2016,8,170.5113
Central,2015,9,15.552
Central,2015,9,16.196
Central,2015,9,4630.4755
Central,2015,9,6.47
Central,2018,6,-5.2072
Central,2018,6,-1.11
Central,2018,6,47.5072
Central,2018,12,7.0048
West,2018,8,17.9955
West,2018,8,4.644
Central,2017,8,-6.8992
East,2016,9,0.2792
East,2016,9,-14.1639
Central,2016,12,19.9746
Central,2016,12,20.9274
Central,2016,12,8.4966
Central,2016,12,0.9512
Central,2016,5,2.9889
Central,2016,5,13.8579
West,2017,11,381.2375
West,2016,11,0.99
West,2016,11,9.3312
West,2016,11,54.5832
West,2016,11,29.7024
East,2018,9,-1.428
West,2018,5,16.848
West,2018,5,17.6673
West,2018,5,9.4366
East,2015,5,9.6957
South,2018,7,-2.2758
South,2018,5,18.0378
South,2015,9,7.5762
South,2015,9,-944.9946
West,2016,3,21.2512
Central,2015,11,-23.892
South,2016,7,4.0338
South,2016,7,5.6376
South,2015,9,21.6
South,2015,9,90.2871
West,2018,10,42.045
West,2018,10,204.7682
South,2018,11,12.53
Central,2017,12,-10.386
East,2018,12,2.337
East,2018,12,13.846
Central,2017,6,8.694
Central,2015,5,26.4132
West,2018,1,5.733
West,2018,1,2.3814
West,2018,1,-13.5882
East,2016,11,64.518
Central,2018,10,-15.1311
Central,2018,10,1.2005
Central,2018,10,-2.07
Central,2018,10,-58.3056
East,2018,9,9.8685
East,2018,9,5.4432
East,2018,9,1.6524
South,2017,12,-27.9312
South,2017,12,-1.9656
East,2016,12,0.5998
East,2016,12,-19.9824
Central,2015,11,5.1012
South,2017,4,3.7236
East,2018,5,134.9925
East,2018,5,5.8708
East,2016,3,7.5992
East,2016,3,315.8118
West,2018,1,-14.7931
West,2018,1,14.7546
East,2016,3,9.3312
West,2015,10,8.2992
West,2015,10,-65.0352
West,2016,4,10.8864
West,2016,4,17.8152
West,2018,11,0.9772
South,2017,7,6.532
South,2017,7,6.2208
South,2017,7,28.0032
West,2016,11,15.764
South,2015,4,163.787
South,2015,4,60.2553
West,2017,6,21.7845
West,2018,3,5.4288
Central,2018,10,-6.36
East,2018,10,115.1856
East,2018,10,7.668
East,2018,10,10.3473
East,2017,12,20.485
East,2017,10,9.816
Central,2018,5,-10.6547
Central,2018,5,-3.2934
Central,2018,5,0.6696
Central,2017,9,4.4955
East,2018,11,5039.9856
Central,2016,7,6.6
West,2016,11,160.1766
West,2016,11,22.8582
West,2016,6,15.0742
West,2017,4,10.374
East,2016,4,10.3071
East,2017,12,93.7688
West,2018,12,22.4082
East,2017,12,-14.5536
East,2016,12,3.4357
East,2016,12,249.995
East,2016,12,18.9888
East,2016,12,84.9436
East,2015,10,18.715
East,2015,10,4.7752
East,2015,10,4.2804
East,2015,10,15.6768
East,2015,10,7.7748
East,2015,10,481.47
East,2015,10,-60.6078
Central,2018,12,4.995
South,2015,5,4.239
South,2015,5,1.9024
South,2015,5,11.5432
Central,2017,3,64.2
East,2015,11,29.2716
West,2016,2,4.4352
West,2018,4,85.176
West,2018,4,359.9988
West,2018,6,18.2112
West,2018,6,6.6294
West,2018,6,130.2075
West,2018,6,1.0296
West,2018,6,41.8608
Central,2017,9,-3.2406
Central,2015,12,-42.4926
Central,2018,11,21.5824
West,2016,1,-6.9282
Central,2017,3,10.3408
Central,2018,7,-348.6294
Central,2018,7,-17.6607
Central,2018,7,5.6376
Central,2018,7,11.2752
Central,2018,7,-10.4214
East,2015,9,4.1151
East,2015,9,7.0227
Central,2017,7,-18.8364
East,2018,8,0.7056
West,2018,3,5.949
Central,2018,12,100.656
West,2015,9,11.8584
West,2015,9,6.5754
South,2017,4,5.9988
South,2017,4,13.0707
West,2015,3,8.619
East,2018,11,0.738
East,2018,11,272.792
East,2018,11,7.524
East,2017,12,40.5168
East,2017,12,150.384
East,2015,9,177.4206
South,2016,10,-13.2867
South,2016,10,2.2712
South,2016,10,1.0346
Central,2018,10,20.5764
Central,2018,10,-145.176
Central,2018,10,-6.8094
West,2016,9,-6.8334
West,2017,3,-22.1382
East,2018,10,23.99
East,2018,10,6.003
Central,2018,8,19.8276
South,2018,9,24.144
East,2018,11,-7.782
Central,2017,11,-160.2952
Central,2017,11,-6.237
Central,2017,11,-225.0976
Central,2017,11,-20.1408
Central,2017,11,45.1395
West,2018,6,148.138
South,2016,11,190.4298
East,2017,11,85.1816
West,2018,7,6.2937
West,2018,7,7.5371
West,2016,10,1.1225
Central,2016,7,-121.58
West,2018,8,61.389
East,2017,4,2365.9818
East,2017,4,3.2868
East,2017,4,11.891
East,2015,11,5.2256
East,2015,11,14.6224
Central,2015,12,1.7343
Central,2015,12,496.7865
Central,2016,11,-76.0116
Central,2016,11,3.9474
Central,2016,11,164.997
South,2018,12,-12.9568
Central,2016,5,-49.92
Central,2016,5,4.9308
West,2018,12,2.79
West,2018,12,68.04
East,2018,3,-10.7964
West,2018,10,-120.513
West,2018,7,54.3438
West,2018,9,0.5432
South,2018,8,327.5922
South,2018,8,15.49
South,2018,8,12.1032
South,2018,8,0.4176
South,2018,8,2.943
East,2015,8,1.0269
Central,2017,10,19.4194
West,2015,10,3.196
West,2015,10,38.396
West,2017,6,2.8101
West,2017,6,11.7488
West,2015,11,66.6344
West,2015,11,-64.5444
West,2015,11,8.226
West,2015,11,9.3312
West,2015,11,139.99
East,2015,9,4.195
West,2016,6,5.24
West,2016,6,27.735
West,2016,6,9.1269
West,2016,7,78.8942
South,2018,12,25.5378
West,2015,12,-5.6943
West,2015,12,7.9896
East,2016,2,-11.9616
East,2016,2,-80.9955
East,2016,2,-1.6764
East,2016,2,0.897
East,2016,2,0.8997
East,2017,1,2.3025
East,2017,1,8.28
East,2018,4,19.3185
South,2018,10,5.4432
South,2018,10,1.12
West,2018,9,6.7966
West,2018,9,8.022
South,2016,12,14.628
South,2016,12,9.2178
West,2016,12,2.772
West,2016,12,3.9512
West,2016,11,22.6737
West,2016,11,53.4954
South,2018,8,1.8144
Central,2015,3,6.512
South,2018,12,157.8702
West,2018,3,6.6906
West,2018,3,-131.5008
West,2018,3,10.9494
West,2018,3,85.9828
East,2017,9,140.396
East,2017,9,26.1096
West,2018,11,-15.1976
West,2018,11,-41.5872
East,2018,4,1.4672
East,2018,4,-4.746
West,2018,12,34.742
West,2018,12,6.2208
South,2018,11,-12.672
South,2016,12,-1065.372
South,2016,12,12.012
Central,2018,12,3.6288
Central,2018,12,-66.062
Central,2018,12,-14.8704
East,2017,5,54.8604
South,2018,2,8.4564
Central,2018,5,35.6238
Central,2018,5,8.2944
Central,2018,5,162.0948
Central,2018,5,3.4827
Central,2018,5,7.095
Central,2018,9,3.29
Central,2018,9,6.42
Central,2017,11,50.352
Central,2017,11,16.2688
Central,2017,11,24.84
Central,2018,7,5.4896
Central,2018,7,11.1825
East,2017,11,16.8948
West,2015,4,63.6825
West,2015,4,78.5088
West,2015,4,148.704
South,2016,11,8.2156
South,2016,11,32.346
West,2016,10,16.3215
West,2016,10,-31.647
Central,2016,7,-4.464
Central,2016,7,-126.4816
Central,2016,7,13.4386
Central,2016,7,-52.196
West,2017,10,11.8584
West,2017,10,7.8225
East,2018,11,22.4448
East,2018,11,-25.2956
East,2018,11,327.5922
East,2018,11,19.3116
Central,2017,9,6.1572
Central,2017,9,21.7355
East,2015,7,-5.1968
East,2015,7,-21.888
West,2017,11,27.1032
East,2015,7,-46.7362
East,2015,7,12.0764
East,2017,3,89.955
East,2017,3,297.6435
East,2017,3,252.59
West,2017,12,2.5488
East,2015,9,8.0712
East,2016,7,2.175
East,2016,7,-2.436
Central,2017,11,4.086
Central,2017,11,150.984
Central,2017,11,2.3077
West,2015,5,2.7166
West,2015,5,30.2232
East,2015,6,9.039
East,2015,6,160.6722
East,2015,6,26.865
East,2018,8,182.3553
Central,2015,11,5.778
West,2015,11,71.99
West,2015,11,15.2
Central,2018,4,219.9904
East,2015,12,-21.4704
East,2015,12,-4.0216
Central,2016,11,3.069
South,2015,3,2.3328
South,2018,5,4.4824
South,2018,5,75.735
South,2018,5,15.6375
South,2018,5,54.6912
South,2018,5,15.6744
West,2018,9,12.231
Central,2018,3,523.7052
East,2018,9,18.447
South,2017,11,9.6
South,2017,11,2.0748
South,2017,11,9.158
South,2017,11,2.625
South,2017,11,160.1586
Central,2017,5,-3.6003
Central,2017,5,2.7384
Central,2017,5,-71.2962
Central,2017,12,3.6288
Central,2017,12,7.4
Central,2017,7,36.2835
Central,2017,7,135.219
Central,2017,7,10.512
Central,2017,7,15.552
Central,2015,11,36.8245
Central,2015,11,14.256
Central,2015,11,14.2688
Central,2015,11,42.3625
West,2016,6,4.0192
West,2016,6,3.1104
West,2016,6,87.7443
West,2017,7,8.636
West,2017,7,20.6612
West,2017,7,225.735
West,2017,7,0.5584
West,2016,9,-12.9568
West,2016,9,2.1492
West,2018,8,114.9385
West,2018,3,-299.8116
West,2018,9,3.2776
West,2018,9,-29.4368
West,2018,9,1.3596
West,2018,9,-58.8616
West,2018,9,5.2026
West,2018,9,26.224
West,2016,8,1.1151
East,2018,11,7.371
East,2018,11,78.9412
East,2018,11,-16.0784
East,2018,11,6.2208
East,2018,5,-23.7822
East,2018,9,-15.4666
East,2018,9,65.9934
East,2018,9,-189.321
East,2018,9,5.4432
East,2018,9,7.4368
East,2018,9,2.64
Central,2018,10,23.3163
Central,2018,10,54.7756
East,2015,3,11.703
West,2017,11,5.0358
West,2017,11,14.2956
West,2017,11,15.7992
West,2017,11,56.9772
West,2017,11,3.0212
West,2017,11,9.3312
West,2017,11,150.984
Central,2016,9,-25.2185
Central,2016,9,-14.688
Central,2016,9,-7.8225
West,2018,8,5.2287
East,2015,12,109.998
East,2015,12,1.4224
East,2015,12,12.7008
East,2015,12,-51.984
West,2018,6,75.5937
West,2018,6,19.0512
East,2018,12,-462.8624
West,2015,11,6.2208
West,2017,4,6.2208
West,2017,4,8.12
Central,2015,6,9.072
Central,2015,6,7.1928
West,2015,12,17.3656
West,2015,12,101.3488
West,2015,12,13.1985
West,2015,12,51.1485
West,2015,12,0.2034
East,2016,2,1.0598
West,2015,12,5.5177
West,2018,5,-6.4233
Central,2017,11,17.158
Central,2017,11,39.3408
West,2017,10,-40.1808
Central,2017,9,0.8088
South,2017,10,75.6548
Central,2018,10,12.0252
West,2017,9,10.058
West,2017,9,15.8158
West,2017,9,6.9552
South,2018,6,84.22
Central,2015,2,22.4316
Central,2015,2,6.9088
West,2018,2,3.0654
East,2015,11,16.0356
East,2015,11,24.1218
East,2018,7,67.495
East,2018,7,47.952
East,2018,7,14.4596
East,2018,9,33.5892
Central,2017,11,-3.9032
East,2017,11,72.5344
East,2017,11,10.5144
West,2015,10,13.7646
West,2015,10,7.4872
West,2016,3,5.8604
West,2018,7,4.9104
West,2018,7,30.2316
West,2018,7,6.2016
West,2018,7,4.3296
East,2016,2,-28.224
Central,2018,6,-8.904
Central,2018,3,149.8956
Central,2016,7,-5.4801
Central,2016,7,16.704
Central,2016,7,53.7544
Central,2016,7,-2.9884
Central,2016,7,0.6912
Central,2016,7,-2.134
Central,2016,7,49.4376
East,2018,4,2.8224
West,2015,7,4.3902
West,2015,12,23.028
West,2015,12,5.778
Central,2017,2,28.41
South,2016,3,14.202
South,2016,3,0.5584
West,2018,10,-6.5619
Central,2015,12,17.9684
Central,2015,5,-9.1335
West,2016,12,122.148
West,2016,12,8.2764
West,2016,12,13.832
South,2018,9,-57.6312
West,2015,12,-1.2588
South,2018,12,4.5216
South,2018,12,-21.1068
South,2018,12,8.8624
Central,2016,11,-17.2854
West,2015,4,26.649
Central,2016,5,8.0712
Central,2016,5,60.1412
West,2018,7,89.997
Central,2017,12,184.2204
Central,2017,12,8.7048
Central,2017,12,3.614
Central,2017,12,6.715
West,2015,4,3.3544
South,2016,6,56.55
East,2015,7,32.2322
South,2016,7,105.468
East,2017,9,3.8448
East,2017,6,7.9704
West,2017,8,3.7996
West,2018,11,38.29
West,2018,11,4.224
West,2018,11,206.6232
West,2018,11,0.1674
West,2018,11,10.5084
West,2018,11,22.6275
West,2017,12,4.9728
West,2017,12,30.2384
West,2017,12,-5.4882
West,2017,12,2.054
West,2017,12,33.8517
West,2017,12,15.1116
East,2017,12,13.2288
Central,2018,8,5.8887
Central,2018,8,26.564
East,2016,7,43.7842
East,2016,7,63.135
East,2016,7,5.4144
South,2016,5,5.9384
South,2016,5,53.8048
South,2016,5,4.4312
South,2016,5,50.3832
East,2016,5,13.3371
East,2016,5,160.623
East,2016,5,2.0574
East,2016,5,21.7728
West,2018,11,20.7328
South,2017,1,15.68
South,2017,12,3.5712
South,2017,12,8.218
Central,2017,9,-166.3935
Central,2017,9,4.266
Central,2016,9,6.7188
East,2016,9,147.475
East,2016,9,141.1644
West,2018,12,1007.9832
West,2018,12,33.93
East,2016,10,21.714
South,2018,9,-1.9872
South,2018,9,62.1376
South,2018,9,-3.231
South,2018,9,4.2408
East,2017,11,20.163
East,2017,11,6.9664
East,2017,11,39.41
East,2017,11,9.8901
Central,2016,10,6.1704
West,2018,8,24.84
West,2018,8,11.1564
West,2016,8,34.494
West,2016,8,3.2392
West,2018,3,9.7176
West,2018,4,33.4584
West,2018,4,5.6994
West,2018,4,12.298
South,2017,9,751.9624
South,2017,9,5.4341
West,2018,10,-2.5344
West,2018,10,-28.9568
West,2016,8,2.1492
West,2016,8,41.88
East,2017,8,-8.098
South,2015,5,6.129
East,2017,4,62.7822
West,2018,5,206.8893
West,2018,5,1.932
West,2018,4,114.9385
West,2018,4,97.88
East,2018,2,5.7624
Central,2018,11,4.176
East,2018,2,39.948
West,2018,6,1.3536
Central,2015,5,3.9592
East,2016,5,14.2272
East,2016,5,6.5164
East,2016,5,2.8884
East,2016,5,2.0475
East,2016,5,-0.3444
East,2016,5,-36.1764
East,2016,5,-9.594
South,2017,9,1.05
South,2017,9,-6.0048
South,2017,9,5.796
West,2017,1,34.3656
West,2017,1,13.2962
Central,2018,5,-18.802
Central,2018,5,-119.1918
Central,2018,5,-57.951
Central,2017,7,72.358
Central,2017,7,165.3496
Central,2017,7,33.3172
Central,2017,7,30.0234
East,2018,3,1.5008
West,2015,3,11.1672
West,2015,3,3.2392
West,2015,3,6.624
West,2015,3,5.7672
West,2015,3,20.1656
East,2017,7,13.3245
South,2017,12,86.3928
East,2017,8,-56.448
East,2017,8,-81.94
East,2017,8,-2.7888
East,2017,8,-2.3814
Central,2017,6,123.4548
East,2018,3,-4.7625
West,2015,12,10.3936
West,2015,12,21.5928
West,2015,12,-42.4116
West,2015,12,77.672
West,2015,12,2.64
Central,2016,12,14.4648
Central,2016,12,48.4704
Central,2016,12,38.4372
Central,2016,12,136.665
Central,2016,12,14.8491
Central,2018,5,0.5904
Central,2018,5,-14.8832
Central,2018,5,2.14
Central,2018,5,-6.9965
Central,2017,6,-19.602
East,2017,5,18.8993
East,2017,5,6.8714
East,2017,5,17.324
West,2018,6,302.373
West,2018,6,39.213
West,2018,6,3.0368
West,2018,6,22.4316
East,2015,3,-0.5964
Central,2015,12,12.7008
Central,2015,12,-74.9526
West,2018,5,38.7792
West,2016,5,20.1584
West,2018,12,88.7332
East,2016,12,2.2194
West,2016,10,21.7728
West,2016,4,9.4717
West,2016,4,27.882
Central,2015,6,-209.7693
West,2018,9,2.9562
South,2017,5,7.2177
South,2017,11,-6.9216
South,2017,11,50.3658
East,2015,11,55.896
East,2015,11,-37.9434
West,2015,11,46.179
Central,2017,7,3.3099
West,2016,3,99.9408
West,2016,3,4.5402
West,2016,3,20.7675
West,2016,3,9.5616
East,2017,4,146.388
East,2016,6,3.8822
East,2016,6,13.428
East,2016,6,14.9556
West,2016,2,28.0876
West,2016,2,-0.8886
West,2018,11,4.5816
West,2018,11,2.3025
West,2018,11,8.0997
Central,2018,3,2.528
Central,2018,3,57.5016
Central,2018,3,62.7004
Central,2018,3,9.1581
